,scheme_code,annualized_median_return,top_25_percentile,bottom_25_percentile,bottom_5_percentile,top_5_percentile,scheme_name,annualized_mean_std
1509,118616,10.05,23.03,-1.41,-16.14,42.9,Edelweiss Large Cap Fund - Direct Plan - IDCW Option,16.18256821658329
1510,118617,16.64,28.95,4.95,-10.2,48.6,Edelweiss Large Cap Fund - Direct Plan-Growth option,15.33643692614909
1511,118619,11.08,23.54,-0.64,-15.92,43.39,Edelweiss Long Term Equity Fund (Tax Savings) - Direct Plan-Dividend Option,16.16801833915028
1512,118620,16.71,29.6,4.66,-10.9,50.55,Edelweiss Long Term Equity Fund (Tax Savings) - Direct Plan-Growth Option,15.742820591326458
1513,118623,6.67,6.91,6.43,6.13,7.28,Nippon India Interval Fund - Quarterly Plan - Series I - Direct Plan Growth Plan - Growth,0.32916338246397264
1514,118624,15.6,25.54,5.99,-6.9,41.81,Edelweiss Aggressive Hybrid Fund-Direct Plan-Growth Option,12.787445619364169
1515,118625,9.66,19.4,0.26,-12.14,35.08,Edelweiss Aggressive Hybrid Fund  - Direct Plan - IDCW Option,12.885992893639328
1516,118632,17.96,32.17,5.38,-11.53,54.86,Reliance Large Cap Fund - Direct Plan Growth Plan - Growth Option,16.959500135080464
1517,118633,17.68,31.96,4.86,-11.91,55.7,Nippon India Large Cap Fund - Direct Plan Growth Plan - Bonus Option,16.962011026768515
1518,118634,11.0,25.12,-2.05,-18.34,47.32,Nippon India Large Cap Fund - Direct Plan Dividend Plan,17.997395002955624
1519,118650,18.97,33.17,5.56,-11.36,56.53,Reliance Multi Cap Fund - Direct Plan Growth Plan - Growth Option,17.03242682330686
1520,118651,18.77,33.06,5.72,-10.91,56.69,Reliance Multi Cap Fund - Direct Plan Growth Plan - Bonus Option,17.034266329340486
1521,118652,11.98,26.58,-1.57,-18.17,50.66,Reliance Multi Cap Fund - Direct Plan Dividend Plan,18.418544827112985
1522,118654,0.21,0.94,-0.54,-1.66,2.26,Nippon India Floating Rate Fund - Direct Plan Daily Dividend Reinvestment Option,1.1731151364465993
1523,118655,0.9,2.67,-0.92,-3.67,5.13,NIPPON INDIA FLOATING RATE FUND - DIRECT Plan - MONTHLY IDCW Option,2.6710656265730273
1524,118656,8.28,9.19,7.41,6.08,10.87,Reliance Floating Rate Fund  - Direct Plan Growth Plan - Growth Option,1.333726644261066
1525,118660,0.19,1.34,-0.92,-2.52,3.09,NIPPON INDIA FLOATING RATE FUND - DIRECT Plan - WEEKLY IDCW Option,1.7232670771228733
1526,118661,1.67,4.16,-1.02,-5.42,7.23,NIPPON INDIA FLOATING RATE FUND - DIRECT Plan - QUARTERLY IDCW Option,3.785370080159853
1527,118662,6.79,17.04,-2.21,-14.01,33.38,NIPPON INDIA GOLD SAVINGS FUND - Direct Plan - IDCW Option,13.308063801731837
1528,118663,6.7,16.85,-2.68,-14.08,33.11,Reliance Gold Savings Fund - Direct Plan Growth Plan - Growth Option,13.305673140432432
1529,118665,20.92,35.38,8.0,-9.01,57.97,Nippon India Growth Fund - Direct Plan Growth Plan - Bonus Option,16.72717841497185
1530,118666,13.94,28.85,0.96,-16.47,52.44,NIPPON INDIA GROWTH FUND - DIRECT Plan - IDCW Option,18.050467437900725
1531,118668,20.99,35.45,7.9,-9.21,59.09,Nippon India Growth Fund - Direct Plan Growth Plan - Growth Option,16.725767125117926
1532,118669,9.26,12.44,6.13,1.74,17.24,Reliance Gilt Securities Fund - Direct Plan - P F Option - Automatic Capital Appreciation Payout Option,4.253889673986977
1533,118670,1.16,4.94,-2.55,-8.15,10.43,Reliance Gilt Securities Fund - Direct Plan- Monthly Dividend Plan,5.602855977888606
1534,118672,9.56,12.78,6.55,2.17,17.37,Reliance Gilt Securities Fund - Direct Plan Growth Plan - Growth Option,4.239623249662839
1535,118673,9.85,12.91,6.8,2.73,17.55,Nippon India Gilt Securities Fund - Direct Plan - P F Option - Defined Maturity Date Option,4.104949302464434
1536,118674,9.64,12.89,6.61,2.16,17.6,Nippon India Gilt Securities Fund - Direct Plan - P F Option - Automatic Annual Reinvest Option,4.263315344738408
1537,118675,15.81,30.57,2.47,-13.25,53.79,Nippon India Vision Fund - Direct Plan Growth Plan - Bonus Option,17.417347013402555
1538,118676,6.53,21.37,-7.13,-23.72,45.56,Nippon India Vision Fund - Direct Plan Dividend Plan,19.42855973539796
1539,118678,16.01,30.17,3.12,-13.15,53.81,Reliance Vision Fund - Direct Plan Growth Plan - Growth Option,17.417039815442948
1540,118679,8.09,10.8,5.39,1.3,14.77,Reliance Income Fund - Direct Plan Growth Plan-Bonus Option,3.766156531294672
1541,118680,2.88,7.56,-3.99,-14.75,12.84,Reliance Income Fund - Direct Plan Annual Dividend Plan,8.43300930544933
1542,118681,1.27,6.06,-4.17,-12.8,12.04,Reliance Income Fund - Direct Plan Half Yearly Dividend Plan,7.292028766434237
1543,118683,0.86,4.22,-2.54,-7.38,8.97,Reliance Income Fund - Direct Plan Monthly Dividend Plan,4.8303374068586615
1544,118684,0.6,4.83,-3.87,-10.77,10.33,NIPPON INDIA INCOME FUND - Direct Plan - QUARTERLY IDCW Option,6.389545105455562
1545,118687,8.45,11.16,5.86,1.98,15.25,Nippon India Income Fund - Direct Plan Growth Plan - Growth Option,3.699778502758282
1546,118689,2.17,4.26,-0.25,-4.0,6.9,NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES II - Direct Plan - IDCW Option,3.1570916303245076
1547,118691,7.22,7.51,6.97,6.63,8.25,Reliance Quarterly Interval Fund - Series II - Direct Plan Growth Plan - Growth,0.4538000842666144
1548,118692,19.0,32.63,6.31,-10.71,55.8,Nippon India Focused Equity Fund - Direct Plan Growth Plan - Growth Option,16.619118184313486
1549,118693,12.27,26.33,-1.19,-18.66,49.09,NIPPON INDIA FOCUSED EQUITY FUND - DIRECT Plan - IDCW Option,18.163684112826754
1550,118695,0.01,0.08,-0.07,-0.22,0.2,NIPPON INDIA LIQUID FUND - DIRECT Plan - DAILY IDCW OPTION,0.12896649684543154
1551,118696,0.12,1.33,-1.14,-2.99,2.88,NIPPON INDIA LIQUID FUND - DIRECT Plan - MONTHLY IDCW OPTION,1.7823227463957163
1552,118698,0.33,2.23,-1.82,-5.32,4.71,NIPPON INDIA LIQUID FUND - DIRECT Plan - QUARTERLY IDCW OPTION,3.0349118337630836
1553,118700,0.02,0.57,-0.56,-1.39,1.4,Nippon India Liquid Fund - Direct Plan Weekly Dividend Reinvestment Option,0.8405606917321973
1554,118701,5.55,5.7,5.41,5.19,5.94,Reliance Liquid Fund - Direct Plan Growth Plan - Growth Option,0.21568204622989323
1555,118702,8.01,8.53,7.36,-3.14,9.39,Nippon India Low Duration Fund - Direct Plan Growth Plan - Bonus Option,3.235364108412944
1556,118703,0.19,0.49,-0.17,-1.64,1.2,Nippon India Low Duration Fund - Direct Plan Daily Dividend Reinvestment Option,0.7843825161788591
1557,118704,0.33,1.92,-1.35,-3.9,4.07,NIPPON INDIA LOW DURATION FUND - DIRECT Plan - MONTHLY IDCW Option,2.4009866653262417
1558,118705,0.53,3.04,-2.22,-6.51,6.21,Nippon India Low Duration Fund - Direct Plan Quarterly Dividend Plan,3.8862018067657123
1559,118706,0.14,0.99,-0.74,-2.22,2.23,Reliance Low Duration Fund - Direct Plan Weekly Dividend Plan,1.354808316167514
1560,118709,8.09,8.59,7.56,6.09,9.47,Nippon India Low Duration Fund - Direct Plan Growth Plan - Growth Option,0.9063753703688417
1561,118715,6.68,6.94,6.44,6.09,7.47,Reliance Money Market Fund - Direct Plan Growth Plan - Bonus Option,0.3934009009573844
1562,118716,0.52,2.66,-1.91,-5.73,5.24,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - QUARTERLY IDCW Option,3.3109907465673665
1563,118717,0.07,0.72,-0.62,-1.56,1.62,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - WEEKLY IDCW Option,0.9633733960175555
1564,118718,0.01,0.16,-0.14,-0.39,0.6,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - DAILY IDCW Option,0.2838744529729836
1565,118719,6.69,6.95,6.45,6.11,7.52,Nippon India Money Market Fund - Direct Plan Growth Plan - Growth Option,0.39191355553871887
1566,118720,0.22,1.57,-1.18,-3.26,3.27,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - MONTHLY IDCW Option,1.9920189481338717
1567,118722,15.95,28.88,4.12,-10.78,50.76,Reliance Consumption Fund - Direct Plan Growth Plan - Bonus,15.946712156072643
1568,118724,16.09,28.84,4.0,-11.73,49.86,Nippon India Consumption Fund - Direct Plan Growth Plan - Growth Option,15.944349043132162
1569,118725,9.5,22.44,-2.93,-18.59,44.31,Nippon India Consumption Fund - Direct Plan Dividend Plan,17.172361453468774
1570,118726,8.36,11.32,5.09,-1.2,15.46,Nippon India Hybrid Bond Fund - Direct Plan Growth Plan - Growth Option,4.683045580024177
1571,118727,0.98,4.16,-2.59,-8.65,8.65,Nippon India Hybrid Bond Fund - Direct Plan Monthly Dividend Plan,5.264943200593416
1572,118729,1.22,5.26,-3.05,-9.81,10.47,NIPPON INDIA HYBRID BOND FUND - DIRECT Plan - QUARTERLY IDCW Option,6.102174154276733
1573,118736,13.5,22.71,4.7,-6.49,36.99,Reliance Balanced Advantage Fund - Direct Plan Growth Plan - Growth Option,11.594134315207452
1574,118738,6.53,15.79,-2.45,-14.44,30.96,Nippon India Balanced Advantage Fund - Direct Plan Dividend Plan,12.620105291362329
1575,118740,11.46,24.84,-0.4,-15.84,46.35,Nippon India Index Fund - Nifty Plan - Direct Plan Quarterly Dividend Plan,16.745673669633412
1576,118741,14.12,27.23,2.02,-13.47,48.43,Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Growth Option,16.28804389453602
1577,118742,14.14,27.48,2.21,-13.51,48.24,Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Bonus Option,16.305696704874777
1578,118743,11.77,25.17,-0.1,-16.12,46.75,Reliance Index Fund - Nifty Plan - Direct Plan Yearly Dividend Plan,16.744819281109912
1579,118745,12.08,25.5,-0.26,-16.56,47.0,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - HALF YEARLY - IDCW Option,16.745598679679023
1580,118747,8.25,10.78,5.66,1.86,14.79,Nippon India Dynamic Bond Fund - Direct Plan Growth Plan - Growth Option,3.5784431365028437
1581,118749,0.72,4.8,-3.69,-10.19,10.0,NIPPON INDIA DYNAMIC BOND FUND - Direct Plan - QUARTERLY IDCW Option,6.183931284944519
1582,118750,6.32,9.59,2.37,-4.52,14.04,Reliance Dynamic Bond Fund - Direct Plan Dividend Plan,5.249648136252817
1583,118756,12.59,26.06,0.18,-15.58,48.73,Reliance Pharma Fund - Direct Plan Dividend Plan,17.06253583727097
1584,118758,19.67,32.99,7.51,-7.88,54.97,Reliance Pharma Fund - Direct Plan Growth Plan - Bonus Option,15.569238992299201
1585,118759,19.71,33.22,7.52,-7.5,55.75,Reliance Pharma Fund - Direct Plan Growth Plan - Growth Option,15.567550762734884
1586,118760,8.11,25.06,-6.54,-25.41,51.21,NIPPON INDIA POWER & INFRA FUND - DIRECT Plan - IDCW Option,20.93694782211193
1587,118762,17.53,33.65,2.66,-15.33,60.28,Reliance Power & Infra Fund - Direct Plan Growth Plan - Bonus Option,19.078957202162435
1588,118763,17.63,33.65,2.9,-14.57,60.25,Reliance Power & Infra Fund - Direct Plan Growth Plan - Growth Option,19.075694349926568
1589,118767,15.32,28.28,3.47,-12.41,49.26,NIPPON INDIA QUANT FUND - DIRECT Plan - IDCW Option,16.098718019375813
1590,118769,15.71,28.52,3.56,-12.05,49.57,Reliance Quant Fund - Direct Plan Growth Plan - Growth Option,16.11266583621965
1591,118770,15.57,28.61,3.11,-12.1,50.09,Reliance Quant Fund - Direct Plan Growth Plan - Bonus Option,16.12253728840743
1592,118775,22.92,38.9,8.36,-10.54,65.09,NIPPON INDIA SMALL CAP FUND - Direct Plan - IDCW Option,18.258028472668673
1593,118777,28.12,44.43,14.08,-4.26,70.72,Reliance Small Cap Fund - Direct Plan Growth Plan - Bonus Option,17.377818370018602
1594,118778,28.55,44.64,14.06,-5.22,70.73,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,17.372046684189662
1595,118780,8.43,9.73,7.02,-4.12,14.22,Nippon India Credit Risk Fund - Direct Plan - Growth Plan,4.249400140656436
1596,118781,1.62,4.58,-1.86,-9.89,8.87,NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option,5.553106209597307
1597,118782,11.28,25.59,-2.01,-19.79,49.22,NIPPON INDIA VALUE FUND - DIRECT Plan - IDCW Option,18.47163751279932
1598,118784,18.51,32.88,5.31,-11.67,55.64,Nippon India Value Fund - Direct Plan Growth Plan,16.90597662682814
1599,118785,13.81,26.74,2.37,-13.01,47.95,Nippon India Index Fund - S&P BSE Sensex Plan - Direct Plan Growth Plan - Bonus Option,16.172919196868886
1600,118786,11.62,24.87,-0.19,-16.06,45.68,Nippon India Index Fund - Sensex Plan - Direct Plan - Annual Dividend Plan,16.603530806462075
1601,118788,11.59,24.6,-0.32,-16.62,46.08,NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - DIRECT Plan - HALF YEARLY - IDCW Option,16.60351721819591
1602,118790,11.8,25.05,-0.35,-16.27,45.97,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - QUARTERLY - IDCW Option,16.611262645967333
1603,118791,13.76,26.9,1.59,-13.29,47.62,Nippon India Index Fund - S&P BSE Sensex Plan - Direct Plan Growth Plan - Growth Option,16.147746480629195
1604,118793,9.79,20.45,-0.34,-14.44,37.2,Nippon India Equity Hybrid Fund - Direct Plan Dividend Plan,14.060857177054912
1605,118794,13.57,24.18,3.69,-9.29,40.67,Reliance Equity Hybrid Fund  - Direct Plan Growth Plan,13.272995151882876
1606,118796,8.52,9.52,7.51,5.92,11.11,Reliance Short Term Fund - Direct Plan Growth Plan - Growth Option,1.4600573917917226
1607,118797,0.8,2.7,-1.15,-4.16,5.29,Reliance Short Term Fund - Direct Plan - Monthly Dividend Plan,2.8702396363915748
1608,118800,1.32,4.01,-1.68,-6.24,7.39,Nippon India Short Term Fund - Direct Plan Quarterly Dividend Plan,4.14662055850382
1609,118801,10.66,25.03,-2.43,-18.6,48.49,Reliance Tax Saver Fund - Direct Plan Dividend Plan - Dividend Payout Option,18.308762216537428
1610,118803,16.05,30.93,2.55,-14.3,55.19,Nippon India Tax Saver Fund - Direct Plan Growth Plan - Growth Option,17.959814582151306
1611,118804,7.3,7.71,6.86,5.93,8.34,Reliance Annual Interval Fund - Series I - Direct Plan Growth Plan - Growth,0.6780600037736619
1612,118807,8.36,9.09,7.61,6.44,10.3,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,1.0686620396838509
1613,118808,-0.01,0.51,-0.56,-1.39,1.5,Reliance Prime Debt Fund - Direct Plan Daily Dividend Reinvestment Option,0.8816137712273497
1614,118809,1.1,2.71,-0.65,-3.27,4.97,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option,2.4308288591542917
1615,118811,1.26,3.77,-1.49,-5.82,6.95,Reliance Prime Debt Fund - Direct Plan Quarterly Dividend Plan,3.804661368720579
1616,118812,-0.01,1.02,-1.1,-2.6,2.57,Nippon India Corporate Bond Fund - Direct Plan Weekly Dividend Plan,1.5645884314080887
1617,118814,8.35,9.1,7.62,6.45,10.26,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,1.0673599316709284
1618,118825,17.29,30.96,5.76,-10.22,51.98,Mirae Asset Large Cap Fund - Direct Plan - Growth,16.006408250868116
1619,118826,14.93,28.65,2.55,-13.65,51.01,Mirae Asset India Equity Fund - Direct Plan - Dividend,16.54384990745938
1620,118834,24.01,38.05,10.76,-6.11,61.29,Mirae Asset Emerging Bluechip Fund - Direct Plan - Growth,16.238641851323752
1621,118835,18.17,33.09,4.87,-12.23,57.61,Mirae Asset Emerging Bluechip Fund - Direct Plan - Dividend,17.228928874311794
1622,118837,19.83,31.98,8.66,-5.91,52.2,Mirae Asset Great Consumer Fund - Direct Plan - Growth,14.434826947759507
1623,118838,15.92,28.35,4.52,-10.47,48.05,Mirae Asset Great Consumer Fund Direct IDCW,15.277595398364614
1624,118840,7.35,7.79,6.89,5.95,8.65,Mirae Asset Low Duration Fund - Direct Plan - Growth,0.7397164992719963
1625,118841,2.74,3.95,1.52,-0.37,5.51,Mirae Asset Low Duration Fund - Direct Plan - Monthly IDCW,1.7434856829702263
1626,118842,0.3,2.85,-2.37,-6.77,5.77,Mirae Asset Low Duration Fund - Direct Plan - Quarterly IDCW,3.7992534219290364
1627,118843,1.74,2.08,1.37,0.47,2.96,Mirae Asset Low Duration Fund - Direct Plan - Daily IDCW,0.6812899466410438
1628,118844,3.21,3.91,2.53,1.42,4.91,Mirae Asset Savings Fund Direct Weekly IDCW,1.0361467081932174
1629,118859,5.65,5.79,5.5,5.32,6.03,Mirae Asset Cash Management Fund - Direct Plan - Growth,0.2072366102453787
1630,118860,1.52,2.43,0.56,-0.92,3.61,Mirae Asset Cash Management Fund - Direct Plan - Monthly Dividend,1.3812363329916282
1631,118861,0.2,0.24,0.17,0.11,0.3,Mirae Asset Cash Management Fund Direct  Daily IDCW,0.05724686498575895
1632,118862,0.51,1.04,-0.01,-0.81,1.77,Mirae Asset Liquid Fund - Direct Plan - Weekly IDCW,0.7690774107997681
1633,118866,15.42,28.31,3.53,-12.21,49.6,Taurus Taxshield - Direct Plan - Growth,15.950760111687137
1634,118867,15.41,28.6,3.19,-12.72,48.88,Taurus Tax Shield-Direct Plan-Dividend Option,15.949952320051185
1635,118868,12.98,30.42,-2.0,-20.62,60.1,Taurus Banking & Financial Services Fund-Direct Plan-Growth Option,21.360884858350335
1636,118869,12.36,29.94,-2.66,-20.61,59.29,Taurus Banking & Financial Services Fund-Direct Plan-Dividend Option,21.36156221626969
1637,118870,11.79,24.59,-0.05,-14.8,46.88,Taurus Large Cap Fund - Direct Plan - Growth,16.385166351244315
1638,118871,10.0,23.14,-1.92,-17.85,44.27,Taurus Largecap Equity Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,16.821547311601254
1639,118872,18.84,33.56,4.97,-11.9,57.29,Taurus Discovery (Midcap) Fund-Direct Plan-Growth Option,17.555610778100863
1640,118873,17.56,32.82,4.3,-13.84,57.5,Taurus Discovery (Midcap) Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,17.849417875527752
1641,118876,17.15,28.43,6.68,-7.05,46.16,Taurus Ethical Fund-Direct Plan-Growth Option,13.938187814771497
1642,118877,17.34,28.35,6.62,-7.45,46.31,Taurus Ethical Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,13.93505195818193
1643,118878,18.22,29.63,7.19,-6.82,47.89,Taurus Ethical Fund-Direct Plan-Bonus Option #,14.005505643788654
1644,118879,16.46,31.71,3.04,-14.31,57.36,Taurus Infrastructure Fund - Direct Plan - Growth ,18.297791229081394
1645,118880,16.08,31.14,2.63,-14.58,55.93,Taurus Infrastructure Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,18.30539716209156
1646,118881,13.73,26.6,1.82,-13.15,47.57,Taurus Nifty 50 Index Fund - Direct Plan - Growth,16.080373794691596
1647,118882,12.64,25.72,0.7,-13.86,47.28,Taurus Nifty Index Fund-Direct Plan-Dividend Option,16.16234991209665
1648,118883,12.16,25.39,0.23,-15.7,46.74,Taurus Starshare (Multi Cap) Fund -Direct Plan-Growth Option,16.61295280978483
1649,118884,8.98,21.96,-2.9,-18.34,43.44,Taurus Flexi Cap Fund - Direct Plan -  Payout of Income Distribution cum Capital Withdrawal option,16.741772607291804
1650,118901,0.01,0.05,-0.04,-0.16,0.17,HSBC Cash Fund - Daily Dividend,0.0986451627023712
1651,118902,5.82,5.98,5.68,5.46,6.22,HSBC Liquid Fund - Regular Growth,0.21911742412188365
1652,118903,0.12,1.31,-1.17,-3.08,2.84,HSBC Cash Fund - Monthly IDCW,1.7874761640211885
1653,118904,-0.01,0.55,-0.61,-1.42,1.34,HSBC Liquid Fund - Regular Weekly IDCW,0.8258027128329659
1654,118906,0.0,0.05,-0.05,-0.18,0.19,HSBC Cash Fund - Regular- Dividend,0.10231883737256765
1655,118907,5.18,5.32,5.03,4.83,5.54,HSBC Liquid Fund - Growth,0.20703434131449217
1656,118908,-0.01,0.51,-0.51,-1.26,1.2,HSBC Cash Fund - Regular - Weekly Dividend,0.7412389076711309
1657,118909,2.86,3.03,2.68,2.24,3.28,HSBC Cash Fund-Institutional Plan - Daily Dividend,0.3086309196448196
1658,118921,0.17,2.96,-2.78,-7.03,6.71,DSP Bond Fund - Direct Plan - Monthly Dividend,4.227744032882731
1659,118922,1.82,6.14,-3.25,-11.3,10.28,DSP Bond Fund - Direct Plan - IDCW,6.647297120016837
1660,118924,7.47,9.37,5.43,1.64,12.22,DSP Bond Fund - Direct Plan - Growth,2.971546368772862
1661,118930,6.76,7.57,5.94,4.81,8.86,HDFC ARBITRAGE FUND - Quarterly IDCW Option - Direct Plan,1.161549594772384
1662,118931,6.75,7.59,5.95,4.78,8.84,HDFC Arbitrage Fund -Direct Plan - Growth Option,1.157173607985927
1663,118934,6.34,20.75,-7.29,-24.32,43.91,HDFC Capital Builder Value Fund -Direct Plan - Dividend Option,19.100642541205968
1664,118935,18.3,31.68,5.86,-10.51,53.73,HDFC Capital Builder Value Fund - Growth Option - Direct Plan,16.063418703313275
1665,118942,8.04,8.57,7.55,6.78,9.48,HDFC Low Duration Fund-Direct Plan-Growth,0.7639574821351366
1666,118943,0.2,1.84,-1.53,-4.17,4.09,HDFC Low Duration Fund-Direct Plan-Monthly Dividend,2.4945825131095987
1667,118944,0.01,0.93,-0.92,-2.27,2.27,HDFC Low Duration Fund-Direct Plan-Weekly Dividend,1.365432254146175
1668,118945,0.01,0.32,-0.31,-0.82,1.12,HDFC Low Duration  Fund - Direct Plan - Daily IDCW,0.568937436109911
1669,118949,5.94,20.92,-7.81,-25.6,44.88,HDFC Focused 30 Fund - IDCW Option - Direct Plan,19.98962840805899
1670,118950,16.97,32.02,3.82,-12.78,55.82,HDFC Focused 30 Fund -Direct Plan - Growth Option,17.186610232105217
1671,118954,7.44,22.69,-6.63,-24.12,48.58,HDFC Flexi Cap Fund - IDCW Option - Direct Plan,19.893274429166624
1672,118955,18.37,33.39,4.93,-12.37,58.22,HDFC Flexi Cap Fund -Direct Plan - Growth Option,17.64704217018094
1673,118959,-0.04,0.29,-0.37,-0.89,1.09,HDFC Floating Rate Debt Fund - Direct Plan - Daily IDCW,0.5890232977198099
1674,118960,0.13,1.8,-1.57,-4.18,4.04,HDFC Floating Rate Debt Fund - Direct Plan - Monthly IDCW,2.486372657164985
1675,118961,8.22,8.77,7.69,6.92,9.69,HDFC Floating Rate Debt Fund - Direct Plan - Growth Option,0.7826356759541924
1676,118962,-0.06,0.9,-1.03,-2.38,2.25,HDFC Floating Rate Debt Fund - Direct Plan - Weekly Div,1.4129885543359246
1677,118968,16.32,28.52,4.87,-9.91,48.3,HDFC Balanced Advantage Fund - Growth Plan - Direct Plan,14.996241300042978
1678,118969,4.61,16.81,-7.06,-22.46,36.82,HDFC Balance Advantage Fund -Direct Plan - Dividend Option,16.663583598942203
1679,118978,10.15,27.87,-4.84,-23.98,58.35,HDFC Infrastructure Fund -Direct Plan - Dividend Option,21.86924599143231
1680,118979,14.32,32.01,-1.68,-20.7,61.61,HDFC Infrastructure Fund -Direct Plan - Growth Option,21.291789989882776
1681,118986,0.44,3.48,-2.85,-7.81,7.34,HDFC Corporate Bond Fund -Direct Plan - Quarterly Dividend Option,4.55109159224758
1682,118987,8.53,9.81,7.27,5.43,11.83,HDFC Corporate Bond Fund - Growth Option - Direct Plan,1.8079136724889282
1683,118988,15.15,29.26,2.01,-14.24,51.81,HDFC Mid-Cap Opportunities Fund - IDCW Option - Direct Plan,17.2118858143757
1684,118989,23.27,36.72,10.42,-6.17,58.22,HDFC Mid Cap Opportunities Fund -Direct Plan - Growth Option,15.68252185904737
1685,118992,1.89,5.2,-1.46,-6.07,10.25,DSP  Regular Savings Fund - Direct Plan - Monthly Dividend,4.815678675306492
1686,118993,1.38,5.28,-2.53,-8.17,10.89,DSP Regular Savings Fund - Direct Plan - IDCW - Quarterly ,5.691009240806881
1687,118994,9.32,12.68,6.1,1.38,17.5,DSP  Regular Savings Fund - Direct Plan - Growth,4.4832415235411585
1688,119015,0.27,1.8,-1.32,-3.63,4.05,HDFC Short Term Debt Fund - Fortnightly Dividend - Direct Plan,2.2992374848164303
1689,119016,8.35,9.29,7.43,6.07,11.04,HDFC Short Term Debt Fund - Growth Option - Direct Plan,1.3703261647456688
1690,119017,5.14,19.81,-8.6,-26.18,44.94,HDFC Top 100 Fund -Direct Plan - Dividend Option,20.02189341194532
1691,119018,15.73,30.16,2.38,-13.88,53.79,HDFC Top 100 Fund -Direct Plan - Growth Option,17.416530533062584
1692,119019,15.96,25.57,6.56,-6.18,41.43,DSP Equity & Bond Fund - Direct Plan - Growth,12.227256859268783
1693,119020,10.84,20.47,1.54,-10.2,35.23,DSP Aggressive Hybrid Fund - Direct Plan - IDCW,12.341465634120754
1694,119028,19.65,36.4,4.78,-14.57,64.61,DSP  Natural Resources and New Energy Fund - Direct Plan - Growth,20.110138954554053
1695,119029,11.59,29.31,-3.64,-23.24,58.74,DSP Natural Resources and New Energy Fund - Direct Plan - Dividend,21.58989263214869
1696,119053,14.57,24.44,5.42,-6.59,39.27,Tata Hybrid Equity Fund -Direct Plan- Growth,11.973143820905051
1697,119057,7.03,16.2,-1.49,-12.79,30.09,Tata Hybrid Equity Fund -Direct Plan- Monthly Dividend option,12.18903427139494
1698,119058,6.16,16.98,-4.0,-18.69,33.12,TATA Hybrid Equity Fund Direct Plan - Periodic Payout of Income Distribution cum capital withdrawal option  ,14.588730411635527
1699,119059,6.16,20.81,-7.22,-24.17,43.66,HDFC Taxsaver - IDCW Option - Direct Plan,19.010100189956717
1700,119060,17.02,30.77,4.46,-11.65,52.03,HDFC ELSS Tax saver - Growth Option - Direct Plan,16.49831390311308
1701,119061,3.48,15.71,-8.23,-23.22,35.94,HDFC Hybrid Equity -Direct Plan - Dividend Option,16.997800230075015
1702,119062,13.65,25.93,2.42,-12.05,45.2,HDFC Hybrid Equity -Direct Plan - Growth Option,15.30286255983099
1703,119063,14.35,27.52,1.99,-13.6,48.89,HDFC Nifty 50 Index Fund - Direct Plan,16.34995116956987
1704,119065,14.21,27.77,2.08,-13.55,49.45,HDFC Index Fund-S&P BSE Sensex Plan - Direct Plan,16.370495076561028
1705,119066,17.41,26.48,8.96,-2.58,40.34,HDFC Childrens Gift Fund Investment Plan-Direct Plan,11.001067796608442
1706,119068,1.24,4.64,-2.3,-7.44,9.32,HDFC Income Fund -Direct Plan - Quarterly Dividend Option,5.021494055036609
1707,119069,7.65,10.25,5.08,1.35,14.17,HDFC Income Fund -Direct Plan - Growth Option,3.570228240319405
1708,119070,14.38,28.03,1.67,-14.84,50.01,DSP Midcap Fund - Direct Plan - IDCW,17.088988157103937
1709,119071,19.57,33.32,6.92,-8.8,55.19,DSP Midcap Fund - Direct Plan - Growth,16.07524415134856
1710,119072,1.9,5.78,-2.21,-8.63,10.93,HDFC Dynamic Debt Fund - Half Yearly Dividend - Direct Plan,5.868242151658906
1711,119073,1.68,5.04,-1.53,-6.39,9.71,HDFC Dynamic Debt Fund - Quarterly Dividend - Direct Plan,4.814479300242158
1712,119074,2.61,7.08,-2.72,-10.93,12.25,HDFC Dynamic Debt Fund - Yearly Dividend - Direct Plan,7.125570239421681
