,scheme_code,annualized_median_return,top_25_percentile,bottom_25_percentile,bottom_5_percentile,top_5_percentile,scheme_name,annualized_mean_std
3226,135803,17.94,30.88,5.96,-9.78,52.27,TATA India Consumer Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,15.559877849312398
3227,135804,19.28,31.91,7.66,-8.29,52.99,Tata India Consumer Fund-Regular Plan-Growth,15.356189153512586
3228,135805,21.41,34.62,9.42,-6.79,55.48,Tata India Consumer Fund-Direct Plan-Growth,15.3546977700033
3229,135806,21.01,33.96,9.19,-6.53,54.55,Tata India Consumer Fund-Direct Plan-Dividend Payout,15.354754162136167
3230,135807,15.22,28.16,3.44,-10.87,49.11,TATA India Pharma & Health Care Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,15.547073234756061
3231,135808,14.88,27.55,3.48,-11.26,47.8,TATA India Pharma & Healthcare Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,15.547073234756061
3232,135809,13.08,25.65,2.11,-12.47,45.87,Tata India Pharma & Healthcare Fund-Regular Plan-Dividend Payout,15.548207569523745
3233,135810,15.3,27.95,3.53,-10.97,48.86,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,15.54706965144437
3234,135811,13.25,25.87,2.17,-11.58,47.43,TATA India Pharma & Healthcare Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,15.548207569523745
3235,135812,13.09,25.83,2.36,-12.33,46.73,Tata India Pharma & Healthcare Fund-Regular Plan-Growth,15.548206055682488
3236,135813,20.45,36.15,5.9,-11.79,62.9,Tata Resources & Energy Fund-Direct Plan-Growth,18.504508091106356
3237,135814,17.08,32.63,3.18,-14.46,58.06,TATA Resources & Energy Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,18.686902571349986
3238,135815,18.54,34.65,4.33,-13.96,60.04,Tata Resources & Energy Fund-Regular Plan-Growth,18.50841226596296
3239,135816,20.62,36.6,6.38,-11.38,63.0,Tata Resources & Energy Fund-Direct Plan-Dividend Reinvestment,18.504508091106356
3240,135817,20.77,36.28,6.45,-12.11,62.74,TATA Resources & Energy Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,18.504508091106356
3241,135818,17.06,32.63,3.27,-14.87,58.15,Tata Resources & Energy Fund-Regular Plan-Dividend Reinvestment,18.686902571349986
3242,135853,15.74,29.5,3.15,-12.84,51.22,HDFC NIFTY 50 ETF - Growth Plan,16.56913584932072
3243,135854,16.15,30.06,3.7,-12.53,52.01,HDFC S&P BSE Sensex ETF - Growth Plan,16.660455316858194
3244,135914,7.19,8.38,6.07,4.6,10.85,BANDHAN Corporate Bond Fund - Regular Growth,1.767295959735701
3245,135915,6.53,7.9,4.67,-4.85,10.28,IDFC Corporate Bond Fund - Regular Periodic IDCW,4.211078191738372
3246,135916,7.53,8.76,6.42,4.88,11.16,BANDHAN Corporate Bond Fund - Direct Growth,1.768639940798906
3247,135917,6.91,8.25,5.01,-4.79,10.78,BANDHAN Corporate Bond Fund - Direct Periodic IDCW,4.338942195499596
3248,135976,13.02,23.18,3.88,-9.17,38.86,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-Dividend Reinvestment,12.680989193427207
3249,135977,12.85,22.7,3.4,-9.53,38.59,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-IDCW Reinvestment,12.67806584913092
3250,135978,12.83,22.82,2.93,-9.3,38.58,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-IDCW Reinvestment,12.680989193427207
3251,135979,11.84,21.57,2.44,-9.92,37.19,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-IDCW Reinvestment,12.67807326175932
3252,135980,12.75,22.8,3.5,-8.86,38.38,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-Dividend Reinvestment,12.67806584913092
3253,135981,11.85,21.53,2.45,-9.89,36.94,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-IDCW Reinvestment,12.67807326175932
3254,135982,11.4,21.44,2.14,-10.27,37.26,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-Dividend Reinvestment,12.67807326175932
3255,135983,11.6,21.54,2.32,-9.85,37.22,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-Dividend Reinvestment,12.67807326175932
3256,136004,24.04,39.37,10.12,-6.84,63.09,SBI Long Term Advantage Fund - Series III - Regular Plan - Growth,16.867727008909295
3257,136005,23.98,38.95,10.36,-7.47,63.41,SBI Long Term Advantage Fund - Series III - Regular Plan - Dividend Payout,16.867890886457484
3258,136006,24.68,39.14,11.18,-6.37,64.01,SBI Long Term Advantage Fund - Series III - Direct Plan - Dividend Payout,16.866918132108033
3259,136007,24.74,39.37,11.39,-6.15,64.43,SBI Long Term Advantage Fund - Series III - Direct Plan - Growth,16.866847385729706
3260,136090,20.78,32.56,9.98,-5.06,51.93,HDFC Retirement Savings Fund - Equity Plan - Regular Plan,14.244789173979184
3261,136094,22.81,34.82,11.15,-4.29,53.74,HDFC Retirement Savings Fund - Equity Plan - Direct Plan,14.243790945912574
3262,136110,3.22,5.06,1.27,-3.82,9.7,UTI Banking & PSU Debt Fund - Regular Plan - Monthly IDCW,3.771735914093862
3263,136111,3.72,4.05,3.41,2.97,4.7,Invesco India Ultra Short Duration Fund - Daily IDCW (Reinvestment),0.5057907427048416
3264,136112,4.0,4.35,3.65,3.1,4.98,Invesco India Ultra Short Term Fund - Direct Plan - Daily IDCW (Reinvestment),0.5523298703586588
3265,136113,11.65,22.7,1.24,-12.34,39.57,ICICI Prudential Equity & Debt Fund - Annual Dividend,13.832486118456597
3266,136114,13.45,24.16,3.09,-10.84,41.32,ICICI Prudential Equity & Debt Fund - Direct Plan - Annual IDCW,13.693843820360865
3267,136302,2.67,7.42,-3.6,-13.21,14.71,UTI Credit Risk Fund - Direct Plan - Flexi Div Option,8.203537631536404
3268,136345,4.33,6.92,1.16,-5.37,9.35,UTI Treasury Advantage Fund - Regular Plan - Half-Yearly IDCW,4.408269518894075
3269,136463,16.95,25.99,8.34,-2.92,39.71,HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option,10.996253684967835
3270,136464,18.65,27.65,10.3,-1.26,41.13,HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option - Direct Plan,10.996238121683092
3271,136465,10.63,13.39,8.04,4.31,17.15,HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option - Direct Plan,3.511786365495341
3272,136466,9.15,11.8,6.59,2.88,15.56,HDFC Retirement Savings Fund - Hybrid - Debt Plan - Regular Plan,3.508844537588174
3273,136473,16.58,29.98,3.96,-12.49,51.58,LIC MF Nifty 100 ETF,16.399236767631365
3274,136563,9.29,13.67,4.77,-1.47,20.05,DSP  Equity Savings Fund - Regular Plan - Growth,6.020859906772465
3275,136564,3.76,9.32,-2.05,-10.98,16.94,DSP Equity Savings Fund - Regular Plan - IDCW,8.128300660811442
3276,136565,4.18,8.67,-0.12,-6.17,15.18,DSP Equity Savings Fund - Regular Plan - IDCW - Monthly,6.216091344494492
3277,136566,4.29,8.83,-0.37,-7.04,15.68,DSP Equity Savings Fund - Regular Plan - IDCW - Quarterly,6.500224375802879
3278,136567,10.72,15.3,6.24,-0.17,21.92,DSP  Equity Savings Fund - Direct Plan - Growth,6.0199380813341445
3279,136568,4.76,10.26,-1.02,-9.8,18.25,DSP Equity Savings Fund - Direct Plan - Dividend,7.980560616013778
3280,136569,6.86,11.19,2.31,-3.97,17.79,DSP Equity Savings Fund - Direct Plan - IDCW - Monthly,6.158063295239206
3281,136570,6.71,11.29,2.18,-4.06,18.2,DSP Equity Savings Fund - Direct Plan - Quarterly Dividend,6.335638530158606
3282,138285,0.0,0.02,-0.02,-0.08,0.09,PGIM India Insta Cash Fund-Daily Dividend,0.04936256280730742
3283,138287,1.13,1.89,0.26,-1.0,2.9,PGIM India Liquid Fund - Monthly Dividend,1.1923266975864466
3284,138288,4.85,4.97,4.74,4.57,5.16,DHFL Pramerica Insta Cash Fund -Growth,0.1725597779523689
3285,138289,0.01,0.43,-0.41,-1.04,1.0,PGIM India Insta Cash Fund - Weekly Dividend,0.6222065556500936
3286,138297,1.48,1.6,1.36,1.18,1.77,PGIM India Liquid Fund - Direct Plan - Daily Dividend,0.17275326908046518
3287,138298,1.1,1.9,0.23,-1.12,2.97,DHFL Pramerica Insta Cash Fund - Direct Plan - Monthly Dividend,1.2377000555694475
3288,138299,4.94,5.06,4.82,4.65,5.26,PGIM India Insta Cash Fund - Direct Plan - Growth,0.1730519476353455
3289,138301,0.01,0.44,-0.42,-1.09,1.04,DHFL Pramerica Insta Cash Fund - Direct Plan - Weekly Dividend,0.6269469393377436
3290,138307,2.22,14.11,-8.84,-23.22,32.86,PGIM India Large Cap Fund - Dividend,16.421875528766016
3291,138308,13.46,25.48,1.68,-13.67,45.05,DHFL Pramerica Large Cap Fund - Growth,15.72754705091157
3292,138312,15.08,27.82,3.31,-11.65,48.24,DHFL Pramerica Large Cap Fund - Direct Plan - Growth,15.72340987514934
3293,138313,5.81,17.92,-5.07,-19.52,37.2,DHFL Pramerica Large Cap Fund - Direct Plan - Dividend,16.179569918875092
3294,138315,-0.25,2.05,-2.8,-6.65,5.36,PGIM India Premier Bond Fund - Quarterly Dividend,3.64662823198754
3295,138316,-0.32,1.26,-1.9,-4.17,3.62,PGIM India Corporate Bond Fund - Monthly Dividend,2.354681976025056
3296,138317,0.45,6.06,-3.61,-12.51,8.51,PGIM India Premier Bond Fund - Annual Dividend,6.760094801141325
3297,138318,6.61,7.72,5.64,4.18,9.58,PGIM India Premier Bond Fund - Growth,1.5431704285032406
3298,138329,0.92,6.68,-3.04,-12.12,9.2,DHFL Pramerica Premier Bond Fund - Direct Plan - Annual Dividend,6.778001488318508
3299,138330,7.52,8.59,6.51,5.02,10.44,PGIM India Corporate Bond Fund - Direct Plan - Growth,1.5480107496724218
3300,138331,0.51,2.05,-1.11,-3.46,4.48,DHFL Pramerica Premier Bond Fund - Direct Plan - Monthly Dividend,2.4023314791502246
3301,138332,0.45,2.82,-2.17,-6.05,6.1,PGIM India Premier Bond Fund - Direct Plan - Quarterly Dividend,3.711240818464548
3302,138341,0.01,0.7,-0.8,-2.03,1.74,PGIM India Ultra Short Term Fund - Weekly Dividend,1.1532500291391763
3303,138342,0.09,0.38,-0.21,-1.02,0.88,PGIM India Ultra Short Term Fund - Daily Dividend,0.56344719025157
3304,138343,7.25,7.77,6.73,5.83,8.6,PGIM India Ultra Short Duration Fund - Growth,0.7826362716619817
3305,138344,3.47,4.46,2.42,0.83,5.78,PGIM India Ultra Short Term Fund - Monthly Dividend,1.4361684743752337
3306,138358,7.7,8.21,7.19,6.32,9.03,DHFL Pramerica Ultra Short Term Fund - Direct Plan - Growth,0.7573095646320708
3307,138359,1.57,2.74,0.34,-1.48,4.35,PGIM India Ultra Short Term Fund - Direct Plan - Monthly Dividend,1.742901776158007
3308,138361,0.08,0.38,-0.23,-1.03,0.87,DHFL Pramerica Ultra Short Term Fund - Direct Plan - Daily Dividend,0.5655185203564278
3309,138362,-0.01,0.71,-0.78,-2.01,1.66,PGIM India Ultra Short Term Fund - Direct Plan - Weekly Dividend,1.135005673012941
3310,138369,1.41,5.19,-2.23,-7.75,10.55,DHFL Pramerica Equity Savings Fund - Monthly Dividend option,5.448146345308835
3311,138371,2.58,7.94,-3.21,-12.04,14.34,PGIM India Equity Savings Fund - Annual Dividend option,7.935650919522753
3312,138372,7.8,11.49,4.16,-1.16,16.87,PGIM India Equity Savings Fund - Growth Option,5.1248826164536885
3313,138375,2.92,8.7,-3.22,-13.01,16.06,PGIM India Equity Savings Fund - Direct Plan - Annual Dividend,8.564105597629405
3314,138376,9.01,12.71,5.36,-0.07,18.23,DHFL Pramerica Equity Savings Fund - Direct Plan - Growth,5.128785998921241
3315,138377,2.17,5.93,-1.53,-6.84,11.6,PGIM India Equity Savings Fund - Direct Plan - Monthly Dividend,5.458008581560094
3316,138381,2.48,11.7,-6.4,-18.29,25.95,DHFL Pramerica Hybrid Equity Fund - Dividend Option,13.09628973695893
3317,138382,11.35,20.35,2.8,-9.11,35.17,PGIM India Hybrid Equity Fund - Growth Option,11.883820394424664
3318,138386,12.77,22.18,3.87,-8.01,36.62,PGIM India Hybrid Equity Fund - Direct Plan - Growth,11.882615242579046
3319,138387,4.16,13.45,-4.8,-17.18,27.55,DHFL Pramerica Hybrid Equity Fund - Direct Plan - Dividend,13.09922589762205
3320,138453,3.22,17.76,-9.37,-25.21,42.08,PGIM India Euro Equity Fund - Growth,19.210730548932958
3321,138456,4.76,18.96,-8.13,-24.41,43.42,DHFL Pramerica Euro Equity Fund - Direct Plan - Growth,19.210121953824956
3322,138467,1.0,4.01,-2.27,-8.02,8.03,DHFL Pramerica Gilt Fund - Dividend,4.808094386388667
3323,138470,7.18,9.17,5.21,2.53,12.06,PGIM India Gilt Fund - Growth,2.7081979418873505
3324,138472,8.13,10.14,6.17,3.35,13.0,PGIM India Gilt Fund - Direct Plan - Growth,2.708906193023782
3325,138474,1.48,4.59,-1.89,-7.53,8.66,PGIM India Gilt Fund - Direct Plan - Dividend,4.883712803914942
3326,138523,14.9,31.61,0.26,-17.17,60.5,PGIM India Global Equity Opportunities Fund - Growth,20.215503635773693
3327,138528,16.01,32.86,1.75,-17.15,61.66,DHFL Pramerica Global Equity Opportunities Fund - Direct Plan - Growth,20.211497966106975
3328,138875,6.12,6.87,5.37,4.29,7.97,DHFL Pramerica Arbitrage Fund - Direct Plan - Growth,1.0535436702081382
3329,138876,5.46,6.22,4.7,3.62,7.34,PGIM India Arbitrage Fund - Regular Plan - Growth,1.0542539754170643
3330,138877,2.77,5.29,-0.2,-5.17,7.83,DHFL Pramerica Arbitrage Fund - Direct Plan - Regular Dividend,3.9417180002598777
3331,138878,0.87,2.11,-0.4,-2.31,3.85,PGIM India Arbitrage Fund - Direct Plan - Monthly Dividend,1.8252072736714098
3332,138883,0.9,2.02,-0.32,-2.08,3.64,DHFL Pramerica Arbitrage Fund - Regular Plan - Monthly Dividend,1.7169992160227086
3333,138887,1.72,3.87,-0.86,-5.3,6.0,PGIM India Arbitrage Fund - Regular Plan - Regular Dividend,3.45599277205152
3334,139181,4.51,8.21,1.01,-4.23,14.79,UTI Dynamic Bond Fund - Regular Plan - Half Yearly Div Option,5.390865313860237
3335,139198,0.51,2.45,-1.4,-4.34,5.33,IDFC CBF_Direct Plan_Monthly Dividend,2.945886867634216
3336,139199,1.05,4.4,-2.79,-9.86,11.86,IDFC CBF_Direct Plan_Quarterly Dividend,6.307490225054149
3337,139200,1.55,4.92,-2.15,-8.19,8.43,IDFC Corporate Bond Fund - Direct Half Yearly IDCW,5.1445042827897876
3338,139201,1.91,6.65,-3.16,-11.87,9.41,IDFC CBF_Direct Plan_Annual Dividend,6.661560698334761
3339,139202,0.89,2.73,-1.02,-3.96,5.53,IDFC CBF-Regular Plan_Monthly Dividend,2.809176587248286
3340,139203,1.87,4.9,-1.87,-8.07,8.27,BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW,5.042096282356696
3341,139204,1.91,6.19,-3.04,-11.2,8.87,BANDHAN Corporate Bond Fund - Regular Annual IDCW,6.43524472714799
3342,139205,1.19,3.75,-1.77,-6.82,7.0,BANDHAN Corporate Bond Fund - Regular Quarterly IDCW,4.199851965065357
3343,139235,5.13,5.26,5.01,4.84,5.45,Canara Robeco Liquid Fund -Unclaimed Redemption and Dividend Plan -Direct Growth Option,0.17757033302748249
3344,139236,6.88,7.27,6.55,6.07,7.98,UTI MMF - Regular Plan - Flexi Dividend Option,0.535917250841172
3345,139339,2.95,7.11,-1.4,-8.14,13.63,UTI Bond Fund - Direct Plan - Annual IDCW,6.478329009219039
3346,139386,4.85,4.99,4.72,4.52,5.19,Essel Liquid Fund-Unclaimed Redemption and Dividend Plan less than 3 years,0.19251216688775438
3347,139387,4.93,5.06,4.81,4.65,5.27,Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years,0.1766455638184114
3348,139388,0.0,0.0,0.0,0.0,0.0,Invesco India Liquid Fund - Unclaimed Redemption Plan - Above 3 Years,0.0
3349,139389,4.94,5.06,4.82,4.65,5.26,Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years,0.17668084057875427
3350,139390,0.0,0.0,0.0,0.0,0.0,Invesco India Liquid Fund - Unclaimed Dividend Plan - Above 3 Years,0.0
3351,139407,4.5,6.98,1.6,-3.81,11.55,UTI Banking & PSU Debt Fund - Regular Plan - Half Yearly Div Option,4.347240631392877
3352,139430,6.52,9.81,3.17,-1.51,14.91,SBI Nifty 10 yr Benchmark G-Sec ETF,4.677383774980913
3353,139455,20.07,34.59,7.21,-9.86,59.21,ICICI Prudential NV20 ETF,16.888274367458084
3354,139496,7.1,10.27,4.17,0.04,15.0,Nippon India ETF Long Term Gilt,4.183917942520141
3355,139519,17.36,34.28,2.54,-17.02,63.06,ICICI Prudential Midcap Select ETF,19.965764231768443
3356,139520,5.22,12.49,-2.02,-13.27,22.2,Axis Equity Savings Fund - Direct Plan - Regular IDCW,10.092566109388107
3357,139521,4.88,11.67,-2.21,-12.62,21.04,Axis Equity Saver Fund - Regular Plan - Regular Dividend,9.990382263007504
3358,139527,19.26,31.15,7.92,-6.03,49.37,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN GROWTH,14.079682624308584
3359,139528,15.75,27.07,4.93,-9.5,45.62,BOI AXA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN IDCW,14.397768224263196
3360,139529,18.1,30.04,7.34,-7.07,48.33,BOI AXA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN  GROWTH,14.048308454852474
3361,139530,16.23,28.26,5.15,-9.41,46.82,BOI AXA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN  DIVIDEND,14.469104129680774
3362,139534,0.01,0.03,-0.02,-0.1,0.1,Mahindra Liquid Fund - Regular Plan - Daily Dividend Reinvestment,0.060153613903861265
3363,139535,1.53,1.68,1.39,1.19,1.91,Mahindra Manulife Liquid Fund - Direct Plan - Daily Dividend Reinvestment,0.21720829963784963
3364,139536,0.06,0.51,-0.39,-1.06,1.11,Mahindra Manulife Liquid Fund - Direct Plan - Weekly Dividend Reinvestment,0.6678707869412897
3365,139537,5.17,5.32,5.03,4.83,5.59,Mahindra Manulife Liquid Fund - Regular Plan - Growth,0.21945596468796663
3366,139538,5.28,5.44,5.14,4.94,5.7,Mahindra liquid Fund - Direct Plan -Growth,0.2215406422281746
3367,139541,0.12,0.57,-0.32,-1.02,1.2,Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW,0.6676670390009527
3368,139568,4.63,6.97,1.34,-4.21,8.33,UTI - Ultra Short Term Fund - Direct Plan - Annual Dividend Option,3.9408200426093076
3369,139581,13.88,27.55,1.79,-14.57,49.45,Aditya Birla Sun Life S&P BSE Sensex ETF,16.669148841588946
3370,139582,4.77,4.91,4.65,4.48,5.13,IDFC Cash Fund -Unclaimed Dividend Less than Three Years,0.1893706918526156
3371,139583,0.0,0.0,0.0,0.0,0.0,BANDHAN LIQUID Fund - Unclaimed IDCW More than 3 years,0.0
3372,139584,4.78,4.91,4.65,4.48,5.14,BANDHAN LIQUID Fund - Unclaimed Redemption Less than 3 years,0.18936950981082745
3373,139585,0.0,0.0,0.0,0.0,0.0,IDFC Cash Fund - Unclaimed Redemption More than 3 years,0.0
3374,139616,4.69,4.95,4.46,4.16,5.36,Taurus Unclaimed Dividend - Growth,0.3447125724162279
3375,139617,4.69,4.94,4.47,4.17,5.35,Taurus Unclaimed Redemption - Growth,0.34475649131984454
3376,139618,0.0,0.0,0.0,0.0,0.0,Taurus Investor Education Pool - Unclaimed Redemption - Growth,0.0
3377,139619,0.0,0.0,0.0,0.0,0.0,Taurus Investor Education Pool - Unclaimed Dividend - Growth,0.0
3378,139679,9.48,20.07,-0.19,-13.7,36.57,Nippon India Equity Hybrid Fund - Direct Plan-Monthly Dividend Plan,13.879512747247146
3379,139680,7.97,18.41,-1.59,-15.17,34.95,Reliance Equity Hybrid Fund - Monthly Dividend Plan,13.903399537900833
3380,139709,16.58,31.29,3.08,-13.57,54.37,Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Growth,17.633400902909393
3381,139710,15.04,29.83,1.87,-14.96,53.43,SUNDARAM LONG TERM MICROCAP TAX ADVANTAGE FUND SERIES III DIRECT PLAN DIVIDEND,17.819812661013774
3382,139711,17.27,31.34,3.79,-13.47,55.79,Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Growth,17.6337435964814
3383,139712,14.6,28.84,0.95,-15.91,52.35,Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),17.826705187287278
3384,139780,8.82,21.48,-2.72,-17.79,41.57,Mahindra Manulife ELSS Fund - Regular Plan - IDCW,16.401309740846585
3385,139781,16.01,29.03,3.93,-11.51,48.83,Mahindra Manulife ELSS Kar Bachat Yojana Direct Plan - Growth,15.427845900652015
3386,139782,11.36,23.77,-0.53,-16.36,44.0,Mahindra Manulife ELSS Tax Saver Fund- Direct Plan - IDCW,16.24178633050083
3387,139783,13.88,26.43,2.61,-12.21,46.82,Mahindra Manulife ELSS Tax Saver Fund- Regular Plan - Growth,15.430417243525346
3388,139820,2.24,11.14,-6.01,-17.5,25.29,PGIM India Hybrid Equity Fund-Direct Plan-Monthly Dividend Option,12.397923007725206
3389,139821,0.66,9.52,-7.61,-18.53,23.17,DHFL Pramerica Hybrid Equity Fund-Monthly Dividend Option,12.417908466193186
3390,139838,1.62,2.33,0.73,-1.06,3.15,UTI Liquid Fund - Regular Plan - Fortnightly IDCW,1.2760664617873332
3391,139839,15.28,29.02,3.09,-12.56,51.02,IDFC Nifty 50 ETF,16.531988569807762
3392,139840,15.44,29.18,3.05,-13.29,51.53,BANDHAN BSE Sensex ETF,16.64216923860972
3393,139863,6.36,14.84,-1.75,-12.69,27.93,Motilal Oswal Balance Advantage Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option,11.540510137794346
3394,139865,5.2,13.5,-2.79,-13.38,26.49,Motilal Oswal Balance Advantage Fund Direct - Quarterly IDCW Payout/Reinvestment,11.548341791929632
3395,139866,7.03,15.72,-1.19,-13.01,29.47,MOFDYNAMIC - Direct Plan - Annual Dividend Payout Option,11.890265370151177
3396,139870,9.99,18.23,1.99,-8.46,31.22,Motilal Oswal Balance Advantage Fund (MOFDYNAMIC) - Regular Plan - Growth Option,10.870032575307913
3397,139871,4.2,12.44,-3.9,-14.71,24.94,Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option,11.539964679799644
